tile,scale,entropy,lap_var,grad_energy,blockiness,aliasing,noise_ratio
n02445715_n02445715_40185_75_0_0_100_0_0.png,100,6.54,885.4,5.85,1.45,0.40,0.46
n04330267_n04330267_961_100_2_2_100_0_0.png,100,7.28,163.1,5.23,1.29,0.21,0.30
n02422699_n02422699_1804_50_2_0_100_0_0.png,100,7.07,128.3,8.25,1.41,0.17,0.16
n04008634_n04008634_5068_50_6_3_100_0_0.png,100,7.10,282.2,5.32,0.92,0.26,0.28
n02002556_n02002556_10292_100_0_0_100_0_0.png,100,6.02,899.0,5.12,1.37,0.33,0.44
n02096294_n02096294_2859_75_0_0_100_0_0.png,100,7.30,611.2,6.72,1.51,0.36,0.44
n02107312_n02107312_2567_75_0_0_100_0_0.png,100,6.99,441.2,5.21,1.17,0.31,0.32
n01768244_n01768244_8320_50_0_0_100_0_0.png,100,7.23,559.5,8.77,1.94,0.33,0.42
n02051845_n02051845_12104_50_0_2_100_0_0.png,100,6.70,228.8,5.43,1.05,0.30,0.30
n04162706_n04162706_22590_100_2_4_100_0_0.png,100,6.39,214.4,5.35,1.32,0.27,0.30
n03047690_n03047690_24882_100_0_0_100_0_0.png,100,7.19,261.7,5.44,1.21,0.31,0.26
n01824575_n01824575_3191_75_0_0_100_0_0.png,100,6.84,277.7,5.93,1.13,0.22,0.22
n01914609_n01914609_20280_100_1_0_100_0_0.png,100,7.43,115.8,8.21,1.35,0.17,0.13
n09288635_n09288635_4175_75_1_1_100_0_0.png,100,7.55,397.2,7.43,1.62,0.25,0.42
n12057211_n12057211_6510_75_1_0_100_0_0.png,100,6.86,121.0,5.15,1.00,0.25,0.22
n01828970_n01828970_7743_100_1_0_100_0_0.png,100,7.37,162.6,6.37,1.35,0.18,0.19
n07831146_n07831146_2515_75_0_1_100_0_0.png,100,7.28,181.1,5.92,1.10,0.21,0.22
n03187595_n03187595_1412_100_0_0_100_0_0.png,100,7.54,108.5,6.06,1.08,0.17,0.11
n02640242_n02640242_5723_100_3_4_100_0_0.png,100,6.90,359.7,10.50,2.28,0.22,0.27
n01687978_n01687978_4023_100_2_3_100_0_0.png,100,7.19,232.8,8.06,1.69,0.18,0.25
n04026417_n04026417_16745_100_0_0_100_0_0.png,100,6.77,456.1,5.25,1.55,0.37,0.53
n01440764_n01440764_148_100_1_8_100_0_0.png,100,6.17,173.1,5.54,1.16,0.28,0.22
n02099429_n02099429_4225_75_2_2_100_0_0.png,100,6.91,249.7,5.75,1.17,0.21,0.25
n04540053_n04540053_10280_100_0_10_100_0_0.png,100,6.72,123.9,6.94,1.11,0.20,0.14
n01833805_n01833805_7401_100_0_0_100_0_0.png,100,7.22,355.0,5.00,1.08,0.27,0.33
n01704323_n01704323_555_75_0_0_100_0_0.png,100,7.45,830.4,6.37,1.50,0.39,0.42
n02804610_n02804610_1694_100_2_4_100_0_0.png,100,7.17,235.8,5.26,1.16,0.23,0.27
n01558993_n01558993_8291_75_0_0_100_0_0.png,100,7.38,282.6,7.89,1.44,0.21,0.26
n03443371_n03443371_9796_100_0_0_100_0_0.png,100,5.55,560.1,5.91,1.56,0.28,0.29
n03777568_n03777568_10012_75_4_5_100_0_0.png,100,7.22,162.0,5.39,1.04,0.20,0.24
n02966193_n02966193_4810_100_1_1_100_0_0.png,100,7.30,298.1,6.10,1.39,0.22,0.29
n07871810_n07871810_828_50_1_1_100_0_0.png,100,7.47,392.2,6.30,1.21,0.27,0.28
n02965783_n02965783_7292_75_0_0_100_0_0.png,100,7.15,632.8,7.11,1.83,0.36,0.40
n02114548_n02114548_13219_75_0_0_100_0_0.png,100,7.71,341.6,6.30,1.31,0.32,0.32
n07831146_n07831146_113_100_0_1_100_0_0.png,100,6.81,644.2,6.38,1.56,0.33,0.35
n02018207_n02018207_14013_50_0_0_100_0_0.png,100,7.54,531.9,7.77,1.65,0.30,0.36
n04404412_n04404412_28135_100_1_0_100_0_0.png,100,7.07,253.3,7.19,1.41,0.14,0.21
n02948072_n02948072_3772_100_0_0_100_0_0.png,100,6.79,407.1,5.05,1.00,0.26,0.24
n07716906_n07716906_11288_75_2_2_100_0_0.png,100,6.75,135.6,5.13,1.01,0.21,0.24
n02391049_n02391049_5291_100_0_0_100_0_0.png,100,6.97,581.6,7.78,1.71,0.33,0.37
n02115641_n02115641_22655_75_0_0_100_0_0.png,100,7.08,504.7,7.41,1.76,0.39,0.38
n07718472_n07718472_185_50_3_3_100_0_0.png,100,5.68,466.5,5.62,1.30,0.29,0.36
n02009912_n02009912_5965_100_2_3_100_0_0.png,100,5.73,355.4,5.72,1.40,0.25,0.39
n02117135_n02117135_3762_100_0_1_100_0_0.png,100,6.46,513.1,7.64,1.84,0.38,0.42
n02808304_n02808304_3564_100_0_0_100_0_0.png,100,7.30,1030.3,6.85,2.00,0.45,0.56
n02113712_n02113712_10543_75_0_0_100_0_0.png,100,7.28,378.0,5.32,1.13,0.28,0.35
n02086646_n02086646_117_100_0_0_100_0_0.png,100,7.37,532.2,5.88,1.39,0.37,0.44
n02641379_n02641379_9710_100_0_1_100_0_0.png,100,6.51,191.6,5.29,1.45,0.28,0.29
n01773157_n01773157_2063_100_2_1_100_0_0.png,100,7.35,257.4,5.85,1.35,0.20,0.24
n03388549_n03388549_710_75_7_1_100_0_0.png,100,6.97,160.4,6.41,1.22,0.26,0.19
n02835271_n02835271_3850_100_5_2_100_0_0.png,100,6.36,490.4,7.48,1.81,0.24,0.38
n04493381_n04493381_840_75_1_1_100_0_0.png,100,6.94,246.8,7.07,1.48,0.31,0.28
n02106662_n02106662_3458_100_0_0_100_0_0.png,100,7.65,687.5,9.02,2.06,0.29,0.42
n03372029_n03372029_650_75_2_0_100_0_0.png,100,7.07,169.9,5.35,1.04,0.21,0.24
n02389026_n02389026_8002_100_0_1_100_0_0.png,100,7.26,447.7,6.18,1.41,0.31,0.32
n04204238_n04204238_1863_75_0_0_100_0_0.png,100,7.14,277.2,6.19,1.05,0.18,0.19
n02786058_n02786058_14067_100_0_0_100_0_0.png,100,7.85,349.2,7.28,1.64,0.24,0.26
n07831146_n07831146_3323_100_1_0_100_0_0.png,100,7.25,364.8,7.81,1.67,0.29,0.28
n01496331_n01496331_11168_100_0_1_100_0_0.png,100,7.03,326.1,5.87,1.32,0.24,0.32
n01798484_n01798484_14002_100_2_0_100_0_0.png,100,6.94,284.7,8.86,2.15,0.23,0.28
n02025239_n02025239_3191_100_1_3_100_0_0.png,100,7.27,187.6,6.39,1.36,0.20,0.25
n03476684_n03476684_20370_50_0_1_100_0_0.png,100,6.90,520.7,5.45,1.40,0.42,0.52
n02102973_n02102973_2291_75_0_0_100_0_0.png,100,7.00,126.0,5.51,1.04,0.17,0.23
n04417672_n04417672_8797_75_0_0_100_0_0.png,100,7.42,343.6,6.42,1.43,0.30,0.35
n03992509_n03992509_7464_75_0_0_100_0_0.png,100,7.33,148.6,5.26,0.99,0.22,0.26
n03895866_n03895866_55668_75_0_0_100_0_0.png,100,7.04,760.7,6.98,1.57,0.44,0.56
n03871628_n03871628_4193_100_3_7_100_0_0.png,100,7.03,122.7,5.48,1.07,0.19,0.27
n13054560_n13054560_4503_50_1_1_100_0_0.png,100,7.50,185.5,7.89,1.43,0.20,0.18
n02110958_n02110958_3838_75_0_0_100_0_0.png,100,7.46,385.4,5.95,1.34,0.30,0.34
n02114855_n02114855_24659_100_0_0_100_0_0.png,100,7.57,239.6,6.56,1.55,0.26,0.31
n07684084_n07684084_4294_75_0_0_100_0_0.png,100,7.58,269.0,7.18,1.42,0.24,0.25
n03594945_n03594945_35828_100_1_0_100_0_0.png,100,6.94,282.7,7.38,1.83,0.22,0.27
n04019541_n04019541_6876_100_5_8_100_0_0.png,100,7.13,261.9,6.08,1.37,0.23,0.27
n02106166_n02106166_540_100_0_0_100_0_0.png,100,7.48,262.5,6.72,1.33,0.19,0.24
n02110806_n02110806_5714_75_0_0_100_0_0.png,100,7.80,353.8,6.34,1.23,0.22,0.24
n12985857_n12985857_1764_100_0_0_100_0_0.png,100,6.82,335.0,5.61,1.30,0.36,0.33
n03124043_n03124043_4188_75_0_0_100_0_0.png,100,7.34,453.5,6.34,1.27,0.32,0.34
n03983396_n03983396_3854_75_0_0_100_0_0.png,100,6.75,1049.6,6.55,1.71,0.48,0.55
n02423022_n02423022_8255_100_0_0_100_0_0.png,100,6.27,430.5,6.37,1.51,0.29,0.43
n01734418_n01734418_8371_75_0_5_100_0_0.png,100,6.87,271.8,9.73,1.82,0.20,0.23
n07760859_n07760859_10390_100_0_0_100_0_0.png,100,7.46,851.5,6.57,1.92,0.39,0.44
n01644373_n01644373_8645_75_1_2_100_0_0.png,100,7.50,496.4,6.56,1.39,0.29,0.37
n04254120_n04254120_4517_75_0_0_100_0_0.png,100,7.31,699.2,6.62,1.40,0.33,0.37
n03160309_n03160309_40740_100_5_3_100_0_0.png,100,7.11,439.4,7.83,1.56,0.23,0.30
n02966687_n02966687_1845_100_3_3_100_0_0.png,100,6.66,233.7,5.62,1.09,0.25,0.23
n03877472_n03877472_17451_100_6_5_100_0_0.png,100,6.89,307.1,5.83,1.28,0.26,0.29
n03825788_n03825788_22056_75_2_1_100_0_0.png,100,6.61,533.0,6.49,1.39,0.25,0.36
n04409515_n04409515_765_100_0_0_100_0_0.png,100,7.52,613.2,6.15,1.61,0.40,0.52
n02480495_n02480495_1991_75_0_0_100_0_0.png,100,7.77,730.8,7.05,1.77,0.42,0.51
n02105056_n02105056_6999_75_2_1_100_0_0.png,100,7.34,241.5,5.10,0.96,0.22,0.26
n02096051_n02096051_9005_75_0_0_100_0_0.png,100,7.33,489.0,6.48,1.46,0.33,0.41
n03794056_n03794056_28196_75_1_4_100_0_0.png,100,7.15,213.1,6.14,1.04,0.18,0.18
n02108551_n02108551_11103_50_0_0_100_0_0.png,100,7.54,731.2,7.14,1.50,0.34,0.37
n01667114_n01667114_16537_100_0_0_100_0_0.png,100,7.55,140.9,5.96,1.31,0.20,0.17
n07760859_n07760859_1388_100_2_6_100_0_0.png,100,6.94,114.9,6.29,1.62,0.19,0.19
n03134739_n03134739_7566_100_6_8_100_0_0.png,100,6.89,165.0,7.52,1.60,0.23,0.21
n02100236_n02100236_8126_100_1_2_100_0_0.png,100,7.34,670.8,9.69,2.15,0.33,0.39
n03764736_n03764736_1609_75_3_2_100_0_0.png,100,6.81,314.0,7.03,1.54,0.26,0.43
n03240683_n03240683_1847_100_0_0_100_0_0.png,100,6.03,596.4,5.15,1.27,0.30,0.48
n02804414_n02804414_328_75_0_0_100_0_0.png,100,7.40,530.3,6.03,1.36,0.34,0.41
n03977966_n03977966_28602_75_5_6_100_0_0.png,100,6.02,215.9,5.40,1.23,0.33,0.44
n02106030_n02106030_8489_100_0_0_100_0_0.png,100,7.18,106.9,5.09,1.13,0.21,0.17
n03127925_n03127925_9377_100_1_3_100_0_0.png,100,6.95,497.8,6.05,1.48,0.25,0.42
n04532106_n04532106_2331_75_0_0_100_0_0.png,100,7.53,711.3,6.63,1.64,0.39,0.46
n02088632_n02088632_4210_100_0_0_100_0_0.png,100,7.13,1046.6,5.78,1.45,0.49,0.58
n03538406_n03538406_13279_25_1_2_100_0_0.png,100,7.08,499.7,8.54,1.68,0.29,0.33
n02105641_n02105641_8501_75_0_0_100_0_0.png,100,7.40,450.4,5.44,1.25,0.34,0.38
n07753592_n07753592_7339_100_0_0_100_0_0.png,100,7.61,399.5,6.66,1.60,0.32,0.33
n02412080_n02412080_5958_75_0_0_100_0_0.png,100,7.56,677.6,8.15,1.67,0.27,0.35
n01616318_n01616318_5417_50_0_1_100_0_0.png,100,7.13,503.6,6.85,1.59,0.39,0.48
n02086240_n02086240_5981_75_0_0_100_0_0.png,100,7.20,304.5,5.33,1.17,0.30,0.32
n04204238_n04204238_8366_75_2_1_100_0_0.png,100,6.22,147.6,5.20,0.97,0.18,0.22
n04325704_n04325704_152_75_0_0_100_0_0.png,100,7.43,409.0,6.80,1.38,0.29,0.31
n03777754_n03777754_2273_50_0_0_100_0_0.png,100,7.03,562.1,5.14,0.99,0.31,0.42
n03207941_n03207941_240_75_0_0_100_0_0.png,100,7.41,190.8,6.78,1.18,0.17,0.16
n02101388_n02101388_4240_100_0_1_100_0_0.png,100,6.11,471.0,9.18,2.45,0.25,0.41
n04409515_n04409515_18305_100_0_0_100_0_0.png,100,7.52,475.2,6.10,1.34,0.39,0.41
n02110958_n02110958_6707_100_0_0_100_0_0.png,100,7.43,801.6,7.44,1.88,0.41,0.48
n07753275_n07753275_13498_100_0_5_100_0_0.png,100,6.96,137.0,5.63,1.78,0.23,0.27
n02484975_n02484975_9692_75_0_0_100_0_0.png,100,6.92,336.1,5.45,1.19,0.33,0.42
n03630383_n03630383_1829_100_0_0_100_0_0.png,100,7.40,464.1,6.44,1.64,0.33,0.40
n01749939_n01749939_11983_100_7_10_100_0_0.png,100,6.31,117.4,5.13,1.05,0.24,0.29
n03775071_n03775071_19199_75_0_0_100_0_0.png,100,7.49,313.0,6.56,1.21,0.23,0.33
n03903868_n03903868_9899_100_0_0_100_0_0.png,100,6.75,851.5,6.15,1.62,0.41,0.54
n01530575_n01530575_734_75_0_0_100_0_0.png,100,7.45,408.0,7.92,1.60,0.28,0.28
n03958227_n03958227_4593_75_0_0_100_0_0.png,100,7.27,944.5,5.94,1.56,0.47,0.59
n03868863_n03868863_4116_100_0_1_100_0_0.png,100,6.93,227.0,5.26,1.32,0.21,0.30
n03891251_n03891251_3963_100_3_2_100_0_0.png,100,6.85,156.9,5.87,1.24,0.20,0.20
n12057211_n12057211_5637_75_0_0_100_0_0.png,100,7.18,403.9,6.71,1.30,0.33,0.33
n04099969_n04099969_10974_100_0_0_100_0_0.png,100,7.10,386.6,6.01,1.25,0.27,0.38
n02018795_n02018795_2559_100_1_1_100_0_0.png,100,7.01,231.0,8.74,1.65,0.16,0.21
n02101006_n02101006_736_75_0_0_100_0_0.png,100,6.41,211.9,5.63,1.11,0.18,0.22
n01980166_n01980166_4821_100_3_0_100_0_0.png,100,7.29,200.1,8.79,1.63,0.17,0.17
n02101006_n02101006_1779_75_3_0_100_0_0.png,100,6.40,458.3,8.42,1.79,0.34,0.40
n02808440_n02808440_95815_75_0_0_100_0_0.png,100,7.72,549.3,5.75,1.16,0.32,0.37
n02443484_n02443484_3582_75_1_0_100_0_0.png,100,7.07,655.4,5.97,1.27,0.30,0.42
n03125729_n03125729_5016_100_0_0_100_0_0.png,100,7.21,805.5,5.07,1.43,0.42,0.49
n03063599_n03063599_5674_75_0_0_100_0_0.png,100,7.20,758.5,6.05,1.33,0.46,0.56
n02877765_n02877765_7249_100_0_0_100_0_0.png,100,7.48,502.7,6.37,1.49,0.33,0.50
n02423022_n02423022_8747_100_0_0_100_0_0.png,100,7.41,617.4,7.84,1.66,0.32,0.33
n03534580_n03534580_1919_100_0_0_100_0_0.png,100,7.40,244.2,6.18,1.30,0.17,0.22
n02804414_n02804414_8963_100_0_0_100_0_0.png,100,7.36,597.8,7.52,2.01,0.31,0.43
n03131574_n03131574_3933_75_0_3_100_0_0.png,100,6.81,345.2,5.21,0.90,0.23,0.31
n02116738_n02116738_17055_100_1_1_100_0_0.png,100,7.79,653.4,9.55,2.23,0.30,0.38
n01667778_n01667778_6210_100_2_1_100_0_0.png,100,7.31,404.8,10.96,2.34,0.19,0.27
n02236044_n02236044_6788_75_0_0_100_0_0.png,100,7.54,332.4,6.01,1.16,0.26,0.28
n02095314_n02095314_2742_100_0_0_100_0_0.png,100,7.29,349.8,7.53,2.13,0.23,0.32
n01694178_n01694178_8803_100_4_2_100_0_0.png,100,5.92,418.4,5.69,1.90,0.35,0.49
n03602883_n03602883_9769_50_0_0_100_0_0.png,100,6.76,875.5,6.34,1.80,0.41,0.54
n07697537_n07697537_19402_100_0_0_100_0_0.png,100,7.60,563.1,5.57,1.25,0.36,0.41
n01697457_n01697457_8359_100_3_6_100_0_0.png,100,7.31,241.6,8.05,1.93,0.23,0.26
n03908714_n03908714_2795_75_0_0_100_0_0.png,100,7.14,481.4,5.03,1.13,0.31,0.41
n09193705_n09193705_49180_100_4_7_100_0_0.png,100,6.38,276.0,7.84,2.01,0.23,0.34
n01829413_n01829413_8168_75_1_1_100_0_0.png,100,6.65,614.4,6.58,1.35,0.29,0.36
n02093859_n02093859_880_100_0_0_100_0_0.png,100,7.62,272.6,7.94,1.70,0.17,0.25
n07760859_n07760859_13118_75_1_1_100_0_0.png,100,7.38,189.1,5.65,1.11,0.24,0.27
n02125311_n02125311_23609_75_0_0_100_0_0.png,100,7.22,692.1,7.60,1.72,0.36,0.31
n01829413_n01829413_9169_75_0_1_100_0_0.png,100,7.35,234.0,7.44,1.47,0.20,0.22
n03903868_n03903868_27916_100_3_0_100_0_0.png,100,7.14,101.1,7.71,1.50,0.17,0.13
n03796401_n03796401_7699_75_0_3_100_0_0.png,100,6.92,512.2,6.61,1.28,0.30,0.37
n04310018_n04310018_5392_75_0_0_100_0_0.png,100,6.00,825.8,5.66,1.36,0.36,0.46
n02486261_n02486261_15297_75_0_3_100_0_0.png,100,7.59,250.3,6.63,1.30,0.26,0.26
n02123159_n02123159_5234_75_0_0_100_0_0.png,100,7.37,1158.7,9.23,2.21,0.46,0.48
n02113624_n02113624_3840_100_4_2_100_0_0.png,100,6.38,270.1,5.73,1.63,0.27,0.40
n03384352_n03384352_6162_50_0_0_100_0_0.png,100,6.63,284.7,5.12,1.05,0.29,0.34
n02089867_n02089867_7231_75_0_0_100_0_0.png,100,7.31,971.7,5.94,1.64,0.44,0.54
n03384352_n03384352_4525_75_2_0_100_0_0.png,100,6.92,321.6,7.92,1.66,0.26,0.30
n12620546_n12620546_18879_75_0_0_100_0_0.png,100,6.79,831.1,7.31,1.76,0.41,0.46
n01955084_n01955084_660_75_0_0_100_0_0.png,100,7.24,672.8,5.25,1.33,0.41,0.47
n02966193_n02966193_24130_100_1_3_100_0_0.png,100,7.20,116.3,5.85,1.18,0.17,0.16
n01768244_n01768244_3714_100_2_1_100_0_0.png,100,6.16,358.8,5.98,1.22,0.27,0.28
n03201208_n03201208_3375_100_2_0_100_0_0.png,100,6.84,200.6,5.81,1.30,0.20,0.17
n13040303_n13040303_1434_100_6_0_100_0_0.png,100,7.06,879.3,7.93,2.26,0.41,0.58
n07717410_n07717410_4231_50_2_0_100_0_0.png,100,7.06,234.6,6.98,1.32,0.21,0.22
n01644373_n01644373_4270_75_0_0_100_0_0.png,100,6.91,564.9,6.46,1.42,0.30,0.36
n01580077_n01580077_86_100_0_0_100_0_0.png,100,7.26,288.0,6.76,1.40,0.31,0.29
n03599486_n03599486_15312_75_0_1_100_0_0.png,100,6.90,654.6,6.53,1.47,0.30,0.33
n03887697_n03887697_11225_100_0_0_100_0_0.png,100,7.46,253.3,5.19,1.10,0.35,0.39
n02226429_n02226429_11584_100_0_0_100_0_0.png,100,7.53,405.1,6.93,1.74,0.23,0.29
n03014705_n03014705_20271_75_0_0_100_0_0.png,100,6.80,689.6,6.51,1.57,0.43,0.52
n02168699_n02168699_1262_75_3_0_100_0_0.png,100,7.17,150.5,5.77,1.08,0.20,0.22
n04462240_n04462240_1695_100_1_0_100_0_0.png,100,6.89,166.6,5.33,1.30,0.23,0.28
n02091134_n02091134_1856_75_0_0_100_0_0.png,100,6.89,266.1,5.25,1.03,0.26,0.25
n04209133_n04209133_7675_100_0_0_100_0_0.png,100,7.45,610.7,5.67,1.62,0.45,0.43
n02112018_n02112018_12994_75_0_0_100_0_0.png,100,7.33,345.2,6.00,1.33,0.33,0.35
n04560804_n04560804_15541_100_0_0_100_0_0.png,100,7.58,402.0,6.20,1.26,0.30,0.32
n01614925_n01614925_47_75_3_2_100_0_0.png,100,6.92,266.7,7.48,1.30,0.19,0.22
n03661043_n03661043_45704_100_4_6_100_0_0.png,100,6.23,476.4,7.66,1.95,0.28,0.34
n03944341_n03944341_8325_100_0_0_100_0_0.png,100,7.04,167.8,5.90,1.29,0.22,0.22
n02704792_n02704792_12219_100_2_1_100_0_0.png,100,7.14,236.2,9.71,1.81,0.20,0.17
n02097658_n02097658_10299_75_0_0_100_0_0.png,100,7.72,1029.1,8.19,2.10,0.42,0.50
n02113712_n02113712_12086_100_0_0_100_0_0.png,100,5.67,566.1,5.48,1.28,0.28,0.36
n03868242_n03868242_3948_100_2_7_100_0_0.png,100,7.57,283.6,10.32,2.70,0.20,0.20
n07711569_n07711569_7504_75_0_0_100_0_0.png,100,7.55,672.8,7.33,1.52,0.35,0.40
n09193705_n09193705_51172_75_0_0_100_0_0.png,100,7.14,342.8,5.64,1.18,0.30,0.34
n09332890_n09332890_10882_75_2_0_100_0_0.png,100,7.21,443.2,5.43,1.38,0.37,0.54
n02086646_n02086646_5258_100_4_5_100_0_0.png,100,6.86,577.2,5.74,1.65,0.38,0.54
n04251144_n04251144_7825_75_1_0_100_0_0.png,100,7.35,403.4,8.70,1.64,0.25,0.32
n04118776_n04118776_70778_100_2_0_100_0_0.png,100,6.12,460.9,5.98,1.60,0.30,0.43
n02108915_n02108915_320_75_0_0_100_0_0.png,100,7.64,700.9,7.34,1.53,0.33,0.33
n03337140_n03337140_29062_75_1_0_100_0_0.png,100,6.13,536.2,6.26,1.11,0.27,0.35
n02096177_n02096177_1784_100_0_0_100_0_0.png,100,7.69,224.0,6.64,1.35,0.24,0.23
n03788195_n03788195_7225_75_3_2_100_0_0.png,100,6.80,379.2,6.67,1.30,0.30,0.37
n02100583_n02100583_13300_100_1_1_100_0_0.png,100,6.49,180.4,5.06,1.37,0.26,0.37
n02119022_n02119022_2190_75_0_0_100_0_0.png,100,7.53,217.5,9.87,1.79,0.20,0.17
n03759954_n03759954_10476_25_0_0_100_0_0.png,100,7.44,201.0,8.22,1.30,0.13,0.14
n02091635_n02091635_8410_100_1_1_100_0_0.png,100,7.39,531.4,6.83,1.81,0.33,0.47
n02091032_n02091032_10982_100_0_0_100_0_0.png,100,7.14,259.9,5.18,1.28,0.33,0.40
n03272562_n03272562_1990_100_0_2_100_0_0.png,100,7.08,264.3,6.55,1.35,0.26,0.21
n09246464_n09246464_12131_100_8_0_100_0_0.png,100,7.07,236.3,6.86,1.55,0.19,0.25
n03447447_n03447447_2895_100_5_6_100_0_0.png,100,6.82,274.0,6.64,1.47,0.22,0.23
n01749939_n01749939_2771_50_0_0_100_0_0.png,100,6.98,134.0,6.35,1.15,0.21,0.21
n07718472_n07718472_36615_50_0_2_100_0_0.png,100,7.22,451.2,6.63,1.36,0.33,0.32
n02074367_n02074367_11665_75_0_0_100_0_0.png,100,7.24,405.9,5.80,1.21,0.33,0.38
n02105162_n02105162_2883_75_3_4_100_0_0.png,100,7.24,367.7,5.57,1.25,0.34,0.50
n04389033_n04389033_41706_100_2_2_100_0_0.png,100,6.33,243.6,5.80,1.54,0.22,0.22
n02666196_n02666196_12102_75_0_0_100_0_0.png,100,7.41,505.5,6.82,1.48,0.32,0.38
n02437616_n02437616_2173_75_0_0_100_0_0.png,100,7.55,458.2,7.84,1.69,0.29,0.32
n03788365_n03788365_7445_75_1_3_100_0_0.png,100,6.36,245.0,5.12,0.98,0.25,0.28
n04493381_n04493381_27673_100_0_0_100_0_0.png,100,6.37,589.3,5.56,1.56,0.42,0.58
n02802426_n02802426_19838_100_1_1_100_0_0.png,100,6.64,231.3,9.04,2.49,0.25,0.22
n01910747_n01910747_20125_75_0_0_100_0_0.png,100,7.32,392.3,5.31,1.32,0.37,0.54
n02481823_n02481823_25000_75_0_0_100_0_0.png,100,6.40,763.7,7.58,1.74,0.34,0.33
n09468604_n09468604_10815_75_1_1_100_0_0.png,100,5.92,573.2,8.40,1.94,0.36,0.53
n02877765_n02877765_14051_75_0_0_100_0_0.png,100,7.38,666.3,7.27,1.61,0.32,0.38
n02100583_n02100583_81_75_0_0_100_0_0.png,100,7.11,285.3,5.45,1.19,0.29,0.33
n02104029_n02104029_2372_50_2_3_100_0_0.png,100,7.41,571.3,6.61,1.52,0.36,0.50
n04476259_n04476259_12839_75_0_0_100_0_0.png,100,7.13,350.3,5.15,0.96,0.22,0.23
n02814860_n02814860_13698_100_5_0_100_0_0.png,100,6.54,131.0,6.03,1.36,0.22,0.26
n13044778_n13044778_6762_100_0_1_100_0_0.png,100,7.74,950.5,8.22,1.91,0.40,0.46
n13133613_n13133613_6089_100_0_0_100_0_0.png,100,7.33,640.3,6.21,1.53,0.43,0.49
n02100236_n02100236_5651_100_0_0_100_0_0.png,100,7.14,412.6,7.04,1.85,0.26,0.38
n02480855_n02480855_31588_75_3_7_100_0_0.png,100,6.34,147.4,5.72,1.17,0.31,0.27
n02804610_n02804610_22177_100_1_1_100_0_0.png,100,6.89,510.5,5.42,1.65,0.43,0.57
n13052670_n13052670_8677_75_1_0_100_0_0.png,100,7.29,347.1,7.77,1.59,0.28,0.32
n01944390_n01944390_32235_100_4_5_100_0_0.png,100,6.75,193.2,5.05,1.79,0.23,0.28
n02111889_n02111889_13069_25_0_0_100_0_0.png,100,7.30,441.9,6.94,1.59,0.31,0.37
n01945685_n01945685_2465_100_0_0_100_0_0.png,100,7.41,364.1,9.13,1.82,0.23,0.27
n04462240_n04462240_13205_75_2_3_100_0_0.png,100,7.18,270.5,8.92,1.58,0.17,0.20
n07831146_n07831146_4440_100_0_2_100_0_0.png,100,7.61,388.9,8.12,1.72,0.24,0.27
n02095570_n02095570_5010_75_0_0_100_0_0.png,100,6.58,888.3,5.50,1.32,0.40,0.46
n07831146_n07831146_46_100_0_0_100_0_0.png,100,6.96,649.7,7.43,1.72,0.31,0.42
n07871810_n07871810_13562_100_0_0_100_0_0.png,100,7.56,327.4,5.82,1.16,0.25,0.28
n03792782_n03792782_14047_50_2_3_100_0_0.png,100,6.88,554.5,5.26,1.20,0.36,0.45
n09193705_n09193705_10671_50_1_0_100_0_0.png,100,6.83,649.4,6.70,1.73,0.45,0.54
n04553703_n04553703_5593_75_0_0_100_0_0.png,100,7.53,569.1,5.56,1.36,0.39,0.46
n03594734_n03594734_38285_75_0_0_100_0_0.png,100,7.06,769.2,5.83,1.68,0.47,0.52
n01981276_n01981276_8363_100_5_2_100_0_0.png,100,6.87,297.6,8.91,1.90,0.21,0.25
n04118776_n04118776_71035_75_2_6_100_0_0.png,100,6.84,321.9,5.91,1.11,0.24,0.27
n03721384_n03721384_12173_100_1_0_100_0_0.png,100,6.46,291.2,6.00,1.74,0.22,0.28
n07717410_n07717410_11217_75_0_0_100_0_0.png,100,7.59,370.5,8.18,1.53,0.20,0.25
n02107683_n02107683_1012_100_0_0_100_0_0.png,100,6.85,484.6,5.35,1.38,0.38,0.44
n02966193_n02966193_6312_75_1_2_100_0_0.png,100,7.68,148.8,6.30,1.02,0.19,0.17
n13052670_n13052670_7510_100_0_0_100_0_0.png,100,7.04,467.3,9.35,2.31,0.26,0.33
n02099267_n02099267_258_75_0_0_100_0_0.png,100,6.87,1022.5,6.45,1.67,0.48,0.57
n01630670_n01630670_6096_75_0_0_100_0_0.png,100,6.87,475.2,6.15,1.39,0.37,0.33
n02102177_n02102177_2473_100_5_8_100_0_0.png,100,5.79,206.4,7.17,1.74,0.22,0.32
n04229816_n04229816_2415_100_0_0_100_0_0.png,100,7.42,691.5,5.69,1.96,0.35,0.42
n01667114_n01667114_11633_75_1_0_100_0_0.png,100,7.16,504.5,6.07,1.48,0.34,0.38
n01687978_n01687978_394_100_1_1_100_0_0.png,100,6.61,585.0,6.34,1.65,0.27,0.46
n02097047_n02097047_4606_100_1_1_100_0_0.png,100,7.19,334.2,5.87,1.53,0.28,0.39
n02096051_n02096051_8067_100_4_4_100_0_0.png,100,6.98,262.0,6.40,1.41,0.26,0.34
n03857828_n03857828_5247_100_3_3_100_0_0.png,100,7.30,342.7,6.45,1.34,0.26,0.30
